Index	AvgScore	Score	NormalizedClaim	Text
641	0.1685	0.1724	A viral image shows a mountain shaped like a turtle's head in Cambodia.	A photo of a rock resembling a snapping turtle.
642	0.3040	0.0806	There are 16,481 fewer beds in hospitals since 2010.	The Conservative government's seven-year rule has allegedly compromised the NHS, leading to increased deaths and illnesses, and should be voted out in the next general election to prevent further deterioration.
643	0.3044	0.5486	“Biden signs 45% capital gains tax. Kiss your inheritance goodbye.”	President Biden has signed a 45% capital gains tax, potentially impacting inheritance.
644	0.3043	0.2375	Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”	Governor Andrew Cuomo has made statements regarding the state of education in New York State.
645	0.1678	0.1039	Nine of the ten most deprived council areas in this country have seen cuts that are almost three times the average of any other council.	A graph likely shows declining spending power of metropolitan district councils.
646	0.3042	0.4543	Disposable paper phones coming soon….as the world gets more technologically advanced!	The development of disposable paper phones is expected to become a reality as technology continues to advance.
647	0.3044	0.4509	Strange light in sky before earthquake👀👀👌	A strange light was observed in the sky prior to the occurrence of an earthquake.
648	0.3042	0.1478	Blocking the implementation of the national identification system is in the agenda of the National Democratic Front of the Philippines (NDFP) under the proposed Comprehensive Agreement on Social and Economic Reforms (CASER).	The lack of a standardized ID system in the country, initially opposed by the CPP due to privacy concerns, has hindered effective contact tracing, distribution of aid, and vaccine allocation during the COVID-19 pandemic.
649	0.1159	0.1606	A scam is asking people to input the personal details, including bank details, to receive “Covid-19 Relieve.”	Scammers are targeting isolated people, especially the elderly, with fake UK GOV sites to harvest personal data.
650	0.3041	0.3717	Video of Muslim girls being harassed by RSS members in India	Muslim sisters are being harassed by goons, which raises concerns about the unfair treatment of Muslims under universal law.
651	0.3040	0.2889	 Congress Spokesperson Randeep Singh Surjewala tweeted that BJP MP Kalraj Mishra in a rally in Faridabad on Sunday threatened to shoot those who protested against Faridabad MP. On closely monitoring the original video, we found that Surjewala’s claims are false.	Kalraj Mishra threatened to shoot those who raised slogans against the Faridabad MP, sparking concerns over the BJP's stance on freedom of speech and its approach to handling dissent.
652	0.1672	0.0704	Saudi Arabia is the only country not having a permanent river flowing within it	A promotional post for the @facts_ly._ account, sharing fun facts and requesting followers.
653	0.3038	0.3507	Invite a duffer to talk on geopolitics, who insults his nation in a foreign country and mocks  democratic election process in front of global mafia, this is what happens. You lose credibility for giving such a duffer with zero credibility a public platform.	Inviting an individual with no credibility to publicly discuss geopolitics, who has a history of insulting their own nation and mocking democratic elections, undermines the credibility of the platform.
654	0.3035	0.1103	The claim: Photos prove sea level hasn't risen in Sydney Harbor	The user claims that the Earth is flat and rejects scientific evidence supporting global warming and space exploration.
655	0.3044	0.9055	There is no proof HIV is the cause of AIDS	Kary Mullis, a scientist, claims that there is no proof that HIV is the cause of AIDS.
656	0.3044	0.3179	Video of Muslims turning Telangana Jogulamba temple into a mosque	A temple adjacent to the Jogulamba Shaktipeeth, specifically the Kanchi Kamakshi Ekambareshwara Temple, is being converted into a mosque/dargah with visible construction work underway.
657	0.3043	0.2083	Picture of Supriya Sule sitting in Maharashtra SM chair	Someone is sitting in another person's chair, as shown in the picture.
658	0.1664	0.1007	The Washington Times ran a photo of "President Gore" after Election Day 2000	A graph or chart showing the results of a South Carolina Republican poll.
659	0.3036	0.0970	The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.	The Taliban has accepted the Covid-19 vaccine, marking a departure from its typical opposition to immunization programs.
660	0.1657	0.0800	Did Buhari violate the law by appointing Usman Baba as IG?	Photo: President Buhari with Nigeria Police Trust Fund officials, possibly during the renewal announcement.
661	0.3030	0.1600	A £22 billion Test and Trace contract was given to a company which has been prosecuted twice by the Serious Fraud Office.	SGL will pay a total of £23.9 million, consisting of a £19.2 million financial penalty and £3.7 million in investigative costs, in addition to the £12.8 million compensation previously paid by Serco as part of a £70 million civil settlement.
662	0.3027	0.1005	A lot of people believe that Bhut Jolokia (Ghost Pepper), a chilli that grows in North East India, is the hottest and spiciest chilli in the world. We fact-checked and found that Bhut Jolokia was the hottest chilli at one point of now, but no more. We rate this claim as Mostly False.	I applaud Democrats who watched Trump's Town Hall session for their endurance, offering them a symbol of their strong stomachs, represented by a Dunkin Spicy Ghost Pepper Donut.
663	0.1654	0.2565	“Illegal immigrants” are kept in hotels and are fed and clothed as well as receiving benefits.	A person questioning the treatment and benefits given to illegal immigrants in a hotel setting.
664	0.1657	0.2719	A Facebook post claims New Zealand’s national debt has risen to more than $NZ120 billion.	A screenshot of New Zealand's debt clock, showing a high and increasing national debt.
665	0.3028	0.5853	Like this friends, this has saved 300 lives of passengers.	This safety measure has saved the lives of approximately 300 passengers.
666	0.3026	0.1293	Bhut Jolokia is the hottest chilli in the world	The viewer is offering a complimentary Dunkin Spicy Ghost Pepper Donut to Democrats who watched Trump's Town Hall session, implying they have a strong stomach to handle the donut's intense heat.
667	0.3022	0.0521	Comparing daily temperatures to 1979-2000 baseline disproves global warming	The action is perceived as a means to unfairly transfer wealth for financial gain.
668	0.3027	0.6427	"The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans."	The President's proposal to cut 3 million people, including children, seniors, and veterans, from the Supplemental Nutrition Assistance Program (SNAP) is unacceptable and would harm America's most vulnerable populations.
669	0.3026	0.2174	The IMF has just created Unicoin, which is a Central Banking Digital Currency.	The International Monetary Fund (IMF) has introduced a new global currency called the Universal Monetary Unit, aimed at transforming the world economy.
670	0.3028	0.4852	The problem in Britain is not immigration, the problem in Britain is white people	The issue in Britain is allegedly not related to immigration, but rather to the actions or behaviors of the white population.
671	0.3025	0.0833	For every three victims of domestic abuse, two will be female, one will be male.	The prevalence rate of partner abuse decreased from 5.2% to 4.5% between 2012 and 2018.
672	0.3028	0.5114	A picture of the coronavirus-infected patient's throat	The patient's throat was severely infected with COVID-19, causing significant inflammation and destruction, as well as symptoms of severe shortness of breath and loss of taste, in the early stages of the infection.
673	0.3025	0.0746	HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand	The High Frequency Active Auroral Research Program (HAARP) is allegedly used to destroy countries.
674	0.3023	0.1559	Average energy costs in the UK are €2,960, €650 in France and Belgium, €620 in Spain, €558 in Germany and Denmark, €546 in Holland, €545 in Austria and €543 in Norway, €476 in Finland and €174 in Poland.	The average energy price in the UK is £2,585, which is approximately 5 times higher than in other European countries, such as Poland, where it is €174, due to the Conservative party's refusal to tax excess energy profits.
675	0.3030	0.7622	Kamala Harris is listed as 'Caucasian' on her birth certificate.	Senator Kamala Harris is listed as Caucasian on her birth certificate by her parents.
676	0.3029	0.2904	Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028	VP Leni Robredo promises to replicate the achievements of the Aquino administration from 2010-2016 during her potential term from 2022-2028.
677	0.3031	0.4248	A video of MP Chief Minister Shivaraj Singh Chauhan	The public in Suwasra, Mandsaur, overwhelmingly expressed their support for Kamal Nath as the preferred Chief Minister over Shivraj Singh Chauhan.
678	0.3036	0.6016	Claim: Trump nixes aid for California fires but offers help to Putin for Siberian wildfires	President Trump refused to provide aid for California's wildfires, despite previously offering assistance to Russian President Putin for fires in Russia.
679	0.1634	0.0637	Mother of blind devotees, after a lot of hard work got this pick!!	Smriti Irani wearing a belly dance costume, posing for a photo.
680	0.1639	0.3158	Video of a little girl firing a gun is with the National Resistance Front of Afghanistan to fight against the Taliban	A young girl holds a rifle, fighting against the Taliban.
681	0.3027	0.0639	A video circulating on social media claims that a homemade CBD gummies recipe can reverse Type 1 and Type 2 diabetes. We fact checked and found the claim to be False.	Using this device once daily can eliminate the need for frequent blood sugar level checks.
682	0.1139	0.3812	kids getting hepatitis because of the J&J Covid vaccine	The author suggests a possible link between J&J's adenovirus vector and the hepatitis outbreak.
683	0.3023	0.1250	Claim: Biden attacked over age, policies on pot and prisons and charges of being 'creepy'	I will vote for Joe Biden in the presidential election because, despite his flaws, he is a preferable alternative to Donald Trump and will allow for the possibility of future systemic changes to improve democracy.
684	0.3024	0.3451	Says his supporters were “protecting” Joe Biden’s campaign bus in Texas.	A Biden campaign bus was surrounded by vehicles displaying Trump flags while traveling on a highway in Texas.
685	0.3030	0.7311	Bears eating apples somewhere in kashmir	Bears are eating apples in Kashmir.
686	0.3029	0.2222	The claim: Moon visible in the daytime proves Earth is flat	The user claims that it's time to return to common sense in 2023 and wake up to the alleged truth about the flat earth theory.
687	0.3030	0.3646	Funding for schools is down by 8% in real terms.	The average spending per pupil in primary and secondary schools increased by 5% annually in real terms during the 2000s, remained largely protected under the coalition government, and then decreased by 4% between 2015-2016 and 2017-2018, before being held constant up to 2019-2020.
688	0.3032	0.4893	Om Birla's daughter clears UPSC without taking exam	Anjali Birla, daughter of Lok Sabha Speaker Om Birla, allegedly became an IAS officer without taking the exam, sparking concerns about potential backdoor entry and unfair advantage in the UPSC exam system.
689	0.1630	0.1720	Sunidhi chauhan sang an obscene song in front of Rahul Gandhi	Rahul Gandhi and Ashok Gehlot walking together at night.
690	0.3033	0.4831	Will our BJP government return in 2024	The BJP government is expected to return to power in the 2024 elections.
691	0.1639	0.4566	A Facebook user shared a video alleging that Buhari was arrested by ICC.	A video allegedly showing Nigerian President Buhari being arrested by the ICC.
692	0.1141	0.2778	Nancy Pelosi is gearresteerd.	The author believes justice is coming for Nancy.
693	0.1642	0.2201	In Chembur, Maharashtra, 5 people fell into a drain after a concrete slab broke.	A photo or video of a scenic view or event near Amar Mahal in Chembur.
694	0.3035	0.8300	Dr Seuss has been cancelled.	Doctor Seuss has been cancelled.
695	0.3036	0.3827	Photo of Union Minister Smriti Irani drinking alcohol and preparing counter tweets to Rahul Gandhi	Smriti Irani is responsible for responding to Rahul Gandhi's tweets.
696	0.3035	0.2444	Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.	Boiled cinnamon and honey may have potential health benefits, including reducing symptoms of arthritis and cholesterol, although more research is needed to confirm its effectiveness in treating various health issues, including cancer.
697	0.3035	0.3378	India administered vaccines to 1 billion people by October 2021	Prime Minister Modi successfully led the vaccination efforts, resulting in over one billion people being vaccinated during the pandemic.
698	0.1644	0.2482	Video of the huge crowd that gathered for the Pathaan movie screening in UAE	Fans gather outside a cinema hall in the UAE to watch the movie Pathaan.
699	0.3035	0.3493	“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”	Gavin Newsom, the Governor of California, is allegedly vacationing in Stevensville, MT, despite imposing lockdowns on the state, which has led to fines and arrests for law-abiding citizens, while also implementing policies that release criminals and allocate tax dollars to illegals and foreign countries.
700	0.3033	0.1553	“At the same moment that Biden is accusing Republicans of fascism, his DHS has published a cartoon on Facebook urging children to report their parents to federal authorities if their parents post something called covid disinformation."	The Biden administration is allegedly encouraging children to report their parents for sharing COVID-19 misinformation.
701	0.1651	0.5089	Argentine boy who died at age 4 was part of a COVID-19 vaccination campaign	A 4-year-old Argentine boy who promoted COVID-19 vaccinations died of pneumonia.
702	0.3030	0.2028	"Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."   	Some DACA recipients are hardened criminals, and despite President Obama's initial lack of legal authority, a potential Supreme Court overturn may lead to a deal with Democrats to allow them to stay.
703	0.1149	0.4840	BJP leader Anil Upadhyay manipulated EVM in Maharashtra	BJP leader Anil Upadhyay's actions are being criticized.
704	0.3030	0.2469	monkeypox is specific to a gender	The claim that monkeypox is a gender-specific virus targeting only males is not supported by scientific evidence, as it can affect anyone regardless of gender.
705	0.3035	0.7036	The claim: Moderna CEO admits company produced 100,000 COVID-19 vaccine doses before pandemic  	Moderna CEO Stéphane Bancel admitted that the company produced 100,000 COVID-19 vaccine doses in 2019, prior to the pandemic's start.
706	0.1150	0.1227	The NHS internal market, created in the 1990s, costs around £10 billion a year.	Be cautious, the estimate is unreliable and incomplete.
707	0.1643	0.1522	Photos showing a polluted Pasig River, Manila Bay and Boracay were taken during "disente time" or the Aquino administration.	Two people, Bastos and Desenti, are shown in a split-screen comparison, likely competing in a timed challenge or race.
708	0.3033	0.5685	Sonu Sood requested voters to vote for Tejashwi ji for the development of Bihar	Sonu Sood endorses Tejashwi Yadav for the development of Bihar.
709	0.1150	0.1172	Former ABS-CBN president and CEO Charo Santos-Concio apologized for the network's mistake	The author admires and respects the woman for her humility.
710	0.1645	0.3658	A Facebook user is looking for their son, Tyler, who went missing after going to school.	A missing person poster with a photo of a boy, Tyler White, on his first day of school.
711	0.3027	0.1411	A video allegedly showing PM Narendra Modi calling himself the son of a Pathan has gone viral on social media. We found that the video is being shared with misleading claims.	The claim is that supporters of Modi attempted to portray him as a strong Hindu leader during a rally in Kashmir.
712	0.1640	0.0588	Respectable aristocratic hero. A warrior who accomplished his responsibility with bullets. A person who symbolises Indian bravery and sacrifice. Let’s pay homage to Nathuram Vinayak Godse on Father of Nation, Gandhi’s birthday with pride! – Senthamizhan Seeman	A person is holding a newspaper with a false headline.
713	0.3024	0.4130	New COVID-19 vaccination guidelines of India	As of March 1, 2021, India's new COVID-19 vaccination policy requires private hospital vaccinations to be paid, approximately Rs. 500, while government hospitals offer free vaccinations, with registration on the Cowin app or Covid 2.0 software mandatory for all, regardless of age or registration status.
714	0.1638	0.0802	A 24-second video clip of a IPL match played between Kings XI Punjab and Rajasthan Royals at Sawai Mansingh Stadium in Jaipur has gone viral on social media with claims that people raised slogans of “Chowkidaar Chor Hai (Watchman is a thief)” during the match.  The slogans of “Chowkidaar Chow Hai” were raised in response to the slogans of “Modi Modi”. It would be wrong to say that only the slogans of “Chowkidaar Chor Hai” were raised in the stadium.	A cricket stadium with a large screen displaying "Chowkidar chor hai" slogan during an IPL match.
715	0.3020	0.2700	482 Covid-19 deaths were recorded in the UK on 19 April, 508 on 20 April and 646 on 21 April.	According to the latest update, 646 additional COVID-19 deaths were reported today.
716	0.3019	0.1966	Islamic State has hacked a major computer network used by universities.	The Islamic State (IS) may be responsible for the cyber-crime due to their capability to carry out such attacks.
717	0.3021	0.4438	A newborn baby has been found abandoned in Hengrove, Bristol.	The police in Hengrove have found an abandoned newborn baby and are seeking assistance to identify the child's parents.
718	0.3024	0.5576	Immigrants are 60% less likely to claim benefits than a British-born person.	Here is the standardized claim in one sentence: Immigration has a significantly positive impact on the UK, with foreign-born doctors making up 26% of NHS staff, immigrants being 60% less likely to claim benefits, and EU immigrants contributing £8.8 billion more than they received between 1995-2011, while having no significant effect on overall employment.
719	0.3029	0.6356	"A bounty of $80 MILLION has been placed on President Donald Trump’s head by Iran as tensions between the country and the USA rise."	Iran has placed a bounty of $80 million on President Donald Trump's head amid rising tensions between Iran and the United States.
720	0.1140	0.0752	Various posts in local community Facebook groups are genuine appeals for help.	The author wants help finding the dog's owner after hitting it with their truck.
721	0.3023	0.0719	Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad'	The law enforcement and judicial system, including the High Court and Supreme Court, appear to be ineffective in addressing the presence of a rogue policeman in the country.
722	0.3021	0.2108	Spain’s Health Ministry said that the SARS-CoV-2 virus has never been isolated.	The Ministry of Health has been demanded to provide in-depth information about the existence of the virus by Asociación Liberum, Biologists for the Truth, and an unnamed individual.
723	0.3020	0.1804	Five million patients in England were denied a GP appointment when they tried to make one in October.	Patients were unable to get appointments because GP practices did not allow advance booking and had no available slots at desired times.
724	0.3016	0.0644	This is what is called progress! Direct charter flight ride by auto rickshaw! Only Kejriwal uncle can do this miracle!	Arvind Kejriwal is allegedly flying on a private plane, prompting questions about who sponsored the flight and the sponsor's potential connection to him.
725	0.3016	0.2652	The claim: Antibiotics ‘cancel out’ birth control 	Taking antibiotics can potentially interact with birth control, reducing its effectiveness, and it is essential to consult a doctor to discuss possible interactions and necessary precautions.
726	0.1144	0.2907	i feel amazing. didn’t have to take a single pain pill for my wisdom tooth extraction! just drank pineapple juice and vibed. highly recommend.	Pineapple juice is not a viable alternative to pain medication for wisdom tooth extraction.
727	0.3013	0.1447	An Instagram post claims Victorian Premier Daniel Andrews said “insisting on human rights” under COVID-19 restrictions was not only selfish but also stupid.	Human rights should take precedence over all other considerations, including pandemic response measures like the Melbourne lockdown during the COVID-19 crisis.
728	0.3010	0.0990	Viruses like influenza don’t have seasons	To maintain health and vitality, it is essential to make personal changes, such as modifying diet and reducing consumption of inflammatory substances like insulin and sugar.
729	0.1617	0.2703	Bananas are radioactive	A banana tree with a caption about being radioactive.
730	0.3006	0.1495	Picture shows a participant of Aurat March 2022 carrying a placard with text that reads, “God please give me a penis I want to rape men.”	The statement can be standardized and normalized into the following claim: Having a penis does not justify rape, and it is a crime regardless of one's gender.
731	0.1612	0.0877	Spending on social care is down 8% since 2010.	A protest sign or poster criticizing Tory rule and its impact on the NHS.
732	0.3003	0.3378	Babiya, the god’s own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam.
The divine crocodile lived in the temple’s lake for over 70years by eating the rice & jaggery prasadam of Sri Ananthapadmanabha Swamy & guarded the temple.
May she attain Sadgati, Om Shanti!	The divine crocodile, Babiya, of Sri Anantapura Lake temple, which lived for over 70 years and was devoted to Sri Ananthapadmanabha Swamy, has attained Vishnu Padam.
733	0.3007	0.6245	Dandelion root is able to kill 98% of cancer cells within 48 hours.	Researchers have discovered a root that is capable of killing 98% of cancer cells within a 48-hour period.
734	0.3014	0.7956	Joe Biden waved to an empty field after deplaning in Florida.	Joe Biden waved to an empty field in Florida, sparking speculation about the incident.
735	0.1609	0.0667	A video claims to show people partying in public in Sydney's Bondi while the city was subject to strict COVID-19 lockdown rules.	Classism definition in a dictionary or encyclopedia entry.
736	0.3008	0.1106	Rape has been legalised in the UK as offenders can now escape punishment if they apologise to their victims.	The community resolution process is a suitable outcome for certain cases, including those involving child perpetrators, individuals with specific needs or learning difficulties, or consensual teenage relationships, where victims and their families often prefer an alternative to the criminal justice system.
737	0.3013	0.6466	“No Farmer Committed Suicide In UP In 6 Years”: Yogi Adityanath	According to Yogi Adityanath, no farmer has committed suicide in Uttar Pradesh in the past six years.
738	0.3013	0.3059	2021 was one of the deadliest years in history for law enforcement, with a 55% increase in police fatalities. 	The number of police officers shot and killed has significantly increased, with 2021 being on track to surpass the record-breaking deaths of the previous year.
739	0.3010	0.0931	Congress President Rahul Gandhi has claimed that Masood Azhar, a convict of the Pulwama attack, was released from India by the BJP in 1999. He said that India’s National Security Advisor Ajit Doval went to Kandahar to hand over Azhar. We found that Rahul Gandhi's claim that “Ajit Doval had gone to Kandahar from Delhi in the aircraft with Masood Azhar” is not correct. Mr Doval was already in Kandahar and was involved in conversations regarding the safe release of the passengers in the hijacked plane. 
	The BJP has been linked to terrorist associations, with multiple leaders allegedly having ties to extremists and NSA Ajit Doval previously escorting terrorist Masood Azhar to freedom.
740	0.3008	0.1765	Japan has dropped Covid-19 vaccine mandates.	The Japanese vaccines, Pfizer and Moderna, have warnings for Myocarditis and Pericarditis, which were revised in December 2021.
741	0.3010	0.4377	Image of a Mosque is being built on Hyderabad – Warangal highway, near Bhongir in Telangana	A mosque is being constructed on the Hyderabad-Warangal highway near Bhuvanagiri village by encroaching on half of the highway, and authorities are urged to take immediate action to stop this alleged illegal construction.
742	0.3010	0.3127	“I have never asked the president to resign. So what the book said was not true.”	Kevin McCarthy denied being a liar and clarified that he never asked the president to resign, standing by his previous statements.
743	0.3008	0.1258	I have attached a copy of the amendment made in 2016 that those who do not know Tamil can join the government services in Tamil Nadu. Page 44 says so. But one ‘fact-checking’ website says there is no evidence regarding this. Which is right?	The Tamil Nadu government issued a notification on 2016 regarding the use of Tamil language in official proceedings, as per the 197A Extraordinary Gazette notification.
744	0.3012	0.6378	Chief Minister watching live video of how policemen burn Hathras gang rape victim	The Uttar Pradesh police were accused of burning the body of the Hathras gang rape victim, as allegedly witnessed by a disgraced Chief Minister through a live video.
745	0.3015	0.4688	He is a boy from Kashmir who looks like SRK	The individual in question is a boy from Kashmir who bears a resemblance to Shahrukh Khan, but is not the celebrity himself or his sons Aryan or Abram.
746	0.3013	0.1500	If you have a runny nose and sputum, you have a common cold.	The coronavirus can be prevented and identified by recognizing its symptoms, such as a dry cough, sore throat, and high fever, and taking precautions like frequent handwashing, gargling with salt water, and drinking warm water, as it can survive on metal surfaces for 12 hours, fabric for 6-12 hours, and on hands for 5-10 minutes.
747	0.3010	0.0877	Is the video released by India as an attack on Pakistan was an old video of Syria?	The user is accused of disseminating false information.
748	0.3007	0.1008	Anti nazi?? Soros? Better check your facts! That’s an SS uniform and he was a Nazi! Hmmm	The Twitter post by @gkrobinson10 promotes a meme that inaccurately targets Nazis, George Soros, communism, vaccine efficacy, and climate change as part of a conspiracy theory.
749	0.1122	0.1064	almonds can prevent Cancer	Almonds have numerous health benefits due to their nutrient-rich composition.
750	0.3002	0.1243	Nadine Dorries said people should stop moaning about the demand for food banks, and  families would need to “live within their means” because “food doesn’t grow on trees”.	Nadine Dorries serves as Her Majesty's Secretary of State for Digital, Culture, Media and Sport.
751	0.1122	0.0766	Kabataan Party-list Rep. Sarah Elago told parents, "Your children are not yours. They came through you but they do not belong to you."	Parents are being asked if they are paid.
752	0.2999	0.3057	“The problem isn’t guns and it isn’t COVID either. It’s violent rioting and the Defund the Police movement, both of which were supported, financially and rhetorically, by the Biden admin.”	The Biden administration's financial and rhetorical support for the Defund the Police movement and violent rioting has contributed to the surge in violent crime.
753	0.1122	0.1293	The Gates Foundation "has the patent for this coronavirus."	Gates supports patent trolls, hindering innovation.
754	0.3001	0.6800	“President Joe Biden admits to faking the election.”	President Joe Biden has not admitted to faking the election, as there is no credible evidence to support this claim.
755	0.3005	0.6110	The United States spent “2 trillion dollars to train and equip the Afghan military over the past 20 years. They fell in a week.”	The US spent $2 trillion over 20 years to train and equip the Afghan military, which collapsed in a week, suggesting the effort was ineffective and potentially driven by profit motives rather than genuine training objectives.
756	0.3002	0.0515	there were no cases of Flu in the year 2021	The incident is likely a coincidence.
757	0.1119	0.0495	The average global temperature has increased 0.134 degrees since 1978	The author promotes their social media presence and conservative views.
758	0.1577	0.1989	A document released by the FDA confirms the presence of graphene oxide in the Pfizer vaccine against Covid-19.	Electron microscopy sample preparation of TwinStrep-tagged P2 protein on a gold grid with graphene oxide.
759	0.3000	0.5452	A man committing suicide opposing CAA & NRC.	A man allegedly committed suicide in opposition to the Citizenship Amendment Act (CAA) and National Register of Citizens (NRC).
760	0.3002	0.4133	mRNA vaccines are gene therapy.	The COVID-19 vaccine is an experimental mRNA gene therapy that has not been fully approved, and individuals have the right to decide whether to accept it without facing discrimination, as per Bill S-201.
761	0.1580	0.2859	Photo shows Joe Biden “doesn’t wear a mask on a plane.”
	Wearing a mask is a patriotic act that contributes to the well-being of the community.
762	0.1116	0.1266	Recent pictures of damaged Indian army vehicles after being hit by a massive landslide in Ladakh	The author expresses condolences for the Indian soldiers who died in a landslide.
763	0.2996	0.1833	"Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."	The individuals in the DACA program are not all law-abiding citizens, as some have criminal records, and despite President Obama's initial lack of legal authority, a potential Supreme Court overturn may lead to a negotiated deal with Democrats to allow them to remain.
764	0.1117	0.2016	There is a live criminal investigation into the Covid-19 vaccine programme.	The author expects a shocking and ugly truth to be revealed in an upcoming investigation.
765	0.1578	0.3431	A tweet claims to be from Essex Police describing its recruitment strategy.	A Twitter post from Essex Police UK about a job application process.
766	0.2997	0.4780	teeth whitening can be done using carrot, turmeric and toothpaste in 1 minute	Teeth whitening and scaling can be completed in just one minute, resulting in noticeably whiter teeth.
767	0.1578	0.1571	The newly appointed TTD Chairman YV Reddy is a converted Christian and his full name is Yehova Vincent Subba Reddy	YV Subbareddy, the new chairman, is a Christian.
768	0.2995	0.2958	As the COVID-19 global death toll continues to rise, a social media post claims former Fijian prime minister Laisenia Qarase died from the coronavirus.	Former PM Laisenia Qarase died in Suva from Covid-19 complications after delaying medical treatment due to fears of social repercussions, and his condition rapidly deteriorated, leading to his death shortly after being hospitalized.
769	0.1119	0.1860	Mask mandates preventing access to food, healthcare or education are a war crime, according to the Nuremberg Code.	Masks and public health are being ignored in the Code.
770	0.2997	0.6777	Sapna Chaudhary died in an accident in Sirsa	Sapna Chaudhary was involved in a fatal accident in Sirsa.
771	0.2997	0.2793	Omega-3 Fatty Acids can repair nerve damage	Daily omega-3 supplementation helps repair and protect the nervous system, reducing the risk of nerve damage, neuropathy, and associated symptoms such as numbness, pain, and tingling, particularly for individuals with diabetes or those who consume high amounts of sugary foods or experience stress.
772	0.1579	0.0995	People are reserving tickets to Trump’s Tulsa rally to leave empty seats. It probably won’t work	A photo of a Trump rally in Tulsa with COVID-19 precautions.
773	0.1122	0.2069	Irish dancers performed to Queen’s “Another One Bites The Dust” outside Buckingham Palace, shortly after the Queen’s death.	The Irish are making jokes or memes about the Queen's death.
774	0.2989	0.0712	A photo of Cambodian prime minister, Hun Sen, being arrested by police. This photo is also attached with the caption in Khmer which means in English as “As I said, ICC”.	The claim is that ICC is truly effective.
775	0.2988	0.2292	“[Steve] Bullock’s health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.”	Steve Bullock's proposed government-run healthcare plan will increase taxes, prolong wait times, and negatively impact rural hospitals.
776	0.2992	0.6292	“Duplicate Made in China Amul Butter has come in the market.	Counterfeit Amul Butter products made in China have been found in the market, and consumers are advised to exercise caution when purchasing from unauthorized sellers to avoid buying duplicate products.
777	0.2991	0.2071	Years ago I wrote an article headlined ‘How green is my Bengal?’ which fetched the usual cacophony of #LeftLiberal protest and snark.
Sadly Bengali ‘intellectuals’ are collaborators in this hate project. Useful Idiots don’t realise the mob will devour them first.	The author's past article, "How green is my Bengal?", sparked outrage from left-liberal groups, and it is alleged that some Bengali intellectuals are complicit in promoting hatred, unaware that they may ultimately become targets themselves.
778	0.2994	0.5160	“Joe Biden called Black youth super predators.”	Joe Biden referred to black youth as "super predators", which may have negatively impacted his relationship with this demographic, potentially leading to them voting for Donald Trump instead.
779	0.2992	0.1571	Fibres from face masks and test swabs are evidence that nanoparticles are being inserted into us.	The presence of black, worm-like structures in COVID-19 masks and swabs suggests potential contamination with nanoparticles or nanobots, warranting further investigation through experiments, such as magnetism tests, to determine their composition and purpose.
780	0.2997	0.7053	The King of Bahrain has a heavily-armed robot as a bodyguard.	The King of Bahrain has arrived in Dubai accompanied by a robotic bodyguard.
781	0.3003	0.7212	Lata Mangeshkar passes away	Lata Mangeshkar, renowned as the greatest singer in the world, has passed away.
782	0.3001	0.1479	There are 1.9 million more children studying in good or outstanding schools since 2010.	Excluding certain schools from statistics skews the national grade profile, as stronger schools tend to remain in the dataset after becoming academies, while weaker ones are more likely to be excluded.
783	0.1572	0.2616	Massive 7.8 magnitude #earthquake strikes #Turkey
Turkey💔 #Turkey #amed #earthquake #Earthquake	A 7.8 magnitude earthquake struck Turkey.
784	0.1114	0.0575	Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.	The author wants engagement and followers on their social media post.
785	0.2996	0.2333	Says the Biden administration is choosing to send baby formula to the border as one of its “out-of-touch priorities.”	Baby formula is abundantly stocked at the Ursula Processing Center at the U.S. border, with shelves and pallets fully packed, while it is scarce in American stores.
786	0.3000	0.6292	Inauguration ceremony of a cinema hall playing an Israeli film in Saudi Arabia	Mohammad Bin Salman Al Saud inaugurated a cinema in Saudi Arabia, showcasing an Israeli film, as part of a collaborative effort to establish 50,000 cinemas by 2030 with Israel.
787	0.2997	0.0347	"On election night, 11:15 at night, the algorithms of these (voting) machines broke … Donald Trump got so many more millions of votes that they didn’t expect, that they’re going to have to go recalibrate, right? So that’s why all these states shut down. All of a sudden they all shut down. And we’re all going, ‘What? That’s weird, this has never happened in any other election.’"	Mike Lindell's documentary on OAN starts with a notable disclaimer addressing the accuracy of its content.
